split,kelas,filename,width,height,format
train,Anorganik,cardboard1035_jpg.rf.41ad3fe9b124180ec37aa9d43486c3db.jpg,224,224,JPEG
train,Anorganik,cardboard1036_jpg.rf.5d5966914ad8c7a1c68733f8a88fd3d7.jpg,224,224,JPEG
train,Anorganik,cardboard1037_jpg.rf.2e0b2f0b59217a55b1f77db72413dba3.jpg,224,224,JPEG
train,Anorganik,cardboard1038_jpg.rf.4b6e067ae0b0a61b182cb7ec467120ad.jpg,224,224,JPEG
train,Anorganik,cardboard103_jpg.rf.1c9ff44435420d1a7316d3891c49cd7d.jpg,224,224,JPEG
train,Anorganik,cardboard1040_jpg.rf.29d5dcec6a0c7c7b46c0be2155797b49.jpg,224,224,JPEG
train,Anorganik,cardboard1041_jpg.rf.b9b32b507604795f3307e397898dcdba.jpg,224,224,JPEG
train,Anorganik,cardboard1042_jpg.rf.bdf597aeb87831dfece905ddb5d452ea.jpg,224,224,JPEG
train,Anorganik,cardboard1043_jpg.rf.b4497421f4b5438186a2716b13a3546c.jpg,224,224,JPEG
train,Anorganik,cardboard1044_jpg.rf.aa88ef0cb248f0407b2070a2cd880852.jpg,224,224,JPEG
train,Anorganik,cardboard1045_jpg.rf.75ecbb492d3d33739547323bb503f407.jpg,224,224,JPEG
train,Anorganik,cardboard1047_jpg.rf.841acdc1db5d05145dff4f9deabe382f.jpg,224,224,JPEG
train,Anorganik,cardboard1048_jpg.rf.b583edc035fe3b277c507b60cac0d9a7.jpg,224,224,JPEG
train,Anorganik,cardboard1049_jpg.rf.720932488063f89d59fd85d2132851a0.jpg,224,224,JPEG
train,Anorganik,cardboard104_jpg.rf.427500fc43f1f2a5a614463aa35449c1.jpg,224,224,JPEG
train,Anorganik,cardboard1050_jpg.rf.4326a42f6030ce9c2185c05ddf0ea4f9.jpg,224,224,JPEG
train,Anorganik,cardboard1052_jpg.rf.3986b648a3343a9b692a8f6d348d7908.jpg,224,224,JPEG
train,Anorganik,cardboard1053_jpg.rf.44465e0954a565d7d2e0e90f20746358.jpg,224,224,JPEG
train,Anorganik,cardboard1054_jpg.rf.6c9578d5c27604a172d9eaf4e1218969.jpg,224,224,JPEG
train,Anorganik,cardboard1055_jpg.rf.8df39f4d4d1cea9a875be2508245c1af.jpg,224,224,JPEG
train,Anorganik,cardboard1056_jpg.rf.a20895b22d97987c6d676333440abe08.jpg,224,224,JPEG
train,Anorganik,cardboard1057_jpg.rf.368d5f01d025623864826cb1012b0f6d.jpg,224,224,JPEG
train,Anorganik,cardboard1058_jpg.rf.9ada5c64cf9a32339a052517226d367e.jpg,224,224,JPEG
train,Anorganik,cardboard105_jpg.rf.9af1daa8d3133f862ef3448719cad43e.jpg,224,224,JPEG
train,Anorganik,cardboard1060_jpg.rf.2fdaa7eecf6c70446a92310bc20f56b3.jpg,224,224,JPEG
train,Anorganik,cardboard1062_jpg.rf.a321f5d06ba154e086f14e98fcc5432b.jpg,224,224,JPEG
train,Anorganik,cardboard1063_jpg.rf.6a4682879acdf0955b86c630c4dd1bfb.jpg,224,224,JPEG
train,Anorganik,cardboard1064_jpg.rf.5a26d2ca110fc35f414f2a9ea2150108.jpg,224,224,JPEG
train,Anorganik,cardboard1066_jpg.rf.00a5a1b8f803e76ac4f15b133818224e.jpg,224,224,JPEG
train,Anorganik,cardboard1067_jpg.rf.819c79c1be73c2094627cb0b499f6b74.jpg,224,224,JPEG
train,Anorganik,cardboard1068_jpg.rf.60bd82e071bae304970525199c597e97.jpg,224,224,JPEG
train,Anorganik,cardboard1069_jpg.rf.fe487148742e09d2bd7424145db51cf3.jpg,224,224,JPEG
train,Anorganik,cardboard106_jpg.rf.0048a101b54efb0f6642c239df142ae9.jpg,224,224,JPEG
train,Anorganik,cardboard1070_jpg.rf.3a3cb17c421ada105a740e1d30431ff6.jpg,224,224,JPEG
train,Anorganik,cardboard1071_jpg.rf.5b53f731723d9c772214ff410662a3d2.jpg,224,224,JPEG
train,Anorganik,cardboard1072_jpg.rf.a1d6514be861e2561825dee7167aa292.jpg,224,224,JPEG
train,Anorganik,cardboard1073_jpg.rf.a283928624ba4154f9ecd64b62e4272a.jpg,224,224,JPEG
train,Anorganik,cardboard1074_jpg.rf.5644018f5d2ba2ec1cf39eb80cd9b7ed.jpg,224,224,JPEG
train,Anorganik,cardboard1075_jpg.rf.bff1fe7a1c77c5ec0b2e2fd54036662f.jpg,224,224,JPEG
train,Anorganik,cardboard1076_jpg.rf.f10b0cc46890a2028b9fff05d11e40c8.jpg,224,224,JPEG
train,Anorganik,cardboard1077_jpg.rf.57fcab08398b07a56f44fa2bd89880bf.jpg,224,224,JPEG
train,Anorganik,cardboard1078_jpg.rf.8d36f024b47555208d9cf0c03f73c088.jpg,224,224,JPEG
train,Anorganik,cardboard1079_jpg.rf.2a16c565e52729d2c92f45be8f0e3d4f.jpg,224,224,JPEG
train,Anorganik,cardboard107_jpg.rf.ca616d11be676049291c407550ee5709.jpg,224,224,JPEG
train,Anorganik,cardboard1080_jpg.rf.cad069330e53ffacd2a44d786f9ff45e.jpg,224,224,JPEG
train,Anorganik,cardboard1082_jpg.rf.ad587fd0fd44da68c33bd36055937f78.jpg,224,224,JPEG
train,Anorganik,cardboard1083_jpg.rf.7054389a9f160568fac9cf3ab224b011.jpg,224,224,JPEG
train,Anorganik,cardboard1084_jpg.rf.d4ce3445e8d4b104f4f35ad3c4937659.jpg,224,224,JPEG
train,Anorganik,cardboard1085_jpg.rf.bb3d21b11ba199c00431ffc56b2102c7.jpg,224,224,JPEG
train,Anorganik,cardboard108_jpg.rf.a1d1e219f039a6ebfe9750ee57420a9c.jpg,224,224,JPEG
train,Anorganik,cardboard1090_jpg.rf.d3c6b9b9ad0970f8e3c86476851353a3.jpg,224,224,JPEG
train,Anorganik,cardboard1092_jpg.rf.2d8e04f81f9fe9a782f069f043371ae3.jpg,224,224,JPEG
train,Anorganik,cardboard1095_jpg.rf.eea9aecacddd7b87e864a391dddf4970.jpg,224,224,JPEG
train,Anorganik,cardboard1098_jpg.rf.1c9e4686913c95c8935dea615ecb0f19.jpg,224,224,JPEG
train,Anorganik,cardboard1099_jpeg.rf.0b5e1b1d1570363e62d6a944f3e0069e.jpg,224,224,JPEG
train,Anorganik,cardboard109_jpg.rf.f022fb739a8042c8c461a3384d6cb239.jpg,224,224,JPEG
train,Anorganik,cardboard1100_jpg.rf.ff33417afca9ab68ee157c047e142402.jpg,224,224,JPEG
train,Anorganik,cardboard1102_jpg.rf.5b4ab894d666743d32dc934b744a65d2.jpg,224,224,JPEG
train,Anorganik,cardboard1104_jpg.rf.837dc49e7663b3c4db9f2ead0303bfc3.jpg,224,224,JPEG
train,Anorganik,cardboard1105_jpg.rf.241393426695e19e58ebc13326bd652d.jpg,224,224,JPEG
train,Anorganik,cardboard1106_jpg.rf.e37112697a3981b9ec03d8f6aa34086b.jpg,224,224,JPEG
train,Anorganik,cardboard1107_jpg.rf.a33af6482273c99a7d399c7c79686a79.jpg,224,224,JPEG
train,Anorganik,cardboard1108_jpg.rf.b67018f1ed10cbf7232392714f08ed63.jpg,224,224,JPEG
train,Anorganik,cardboard1109_jpg.rf.5f0a503d945494ccbd1785be30afe8f2.jpg,224,224,JPEG
train,Anorganik,cardboard1111_jpg.rf.90e89868ac654c6b4750c05ee9f4a3a7.jpg,224,224,JPEG
train,Anorganik,cardboard1112_jpg.rf.2ae63be2134133e581c0c3f04cd3835f.jpg,224,224,JPEG
train,Anorganik,cardboard1114_jpg.rf.633139ad96fd43287ea7ee404f13d2e4.jpg,224,224,JPEG
train,Anorganik,cardboard1116_jpg.rf.e733740899d1ba4c117ffee28de2abd3.jpg,224,224,JPEG
train,Anorganik,cardboard1119_jpg.rf.fe34ebc24a2c3e97f9eec887643a5ed9.jpg,224,224,JPEG
train,Anorganik,cardboard111_jpg.rf.1b4e864dc5eac1920238b6bd6b080e78.jpg,224,224,JPEG
train,Anorganik,cardboard1120_jpg.rf.0de724f314eef398fb3a789b537f7c0c.jpg,224,224,JPEG
train,Anorganik,cardboard1122_jpg.rf.3facbc2ae62dcff95108cf5fd730f446.jpg,224,224,JPEG
train,Anorganik,cardboard1124_jpg.rf.fe54840afd3929cd0c2ca2afa4d4c4a0.jpg,224,224,JPEG
train,Anorganik,cardboard1126_jpg.rf.4aa25fab10e73c12d8bc76735cecbf45.jpg,224,224,JPEG
train,Anorganik,cardboard1127_jpg.rf.1f7c444193bc532aff1a994844d42865.jpg,224,224,JPEG
train,Anorganik,cardboard1128_jpg.rf.52eb508285648ddfe448c1f91d278d09.jpg,224,224,JPEG
train,Anorganik,cardboard1129_jpg.rf.c55fae92ad0a957ae1cc6ee8fb5bd94d.jpg,224,224,JPEG
train,Anorganik,cardboard112_jpg.rf.a2167eff38127e9a7c977d87d789e096.jpg,224,224,JPEG
train,Anorganik,cardboard1130_jpg.rf.2ca13cc1428caa9b477cc926d37b2ba5.jpg,224,224,JPEG
train,Anorganik,cardboard1131_jpg.rf.463cc30d13b15a891deb96e78e294d99.jpg,224,224,JPEG
train,Anorganik,cardboard1133_jpg.rf.22e821ea79a67ff090287ce80b934825.jpg,224,224,JPEG
train,Anorganik,cardboard1134_jpg.rf.cbd570da0bc39280ac76be9c968d2834.jpg,224,224,JPEG
train,Anorganik,cardboard1135_jpg.rf.1d277eb8dde8b5a3b985d0a2bce586a1.jpg,224,224,JPEG
train,Anorganik,cardboard1137_jpg.rf.08ba6804222b6830559c70c6ce66362f.jpg,224,224,JPEG
train,Anorganik,cardboard1138_jpg.rf.b2842722432cc70fc45d4992ba84b713.jpg,224,224,JPEG
train,Anorganik,cardboard113_jpg.rf.b45164c279c019447a0608e615d1ebf8.jpg,224,224,JPEG
train,Anorganik,cardboard1140_jpg.rf.45b40c05232c781e8ed38bc3169ff488.jpg,224,224,JPEG
train,Anorganik,cardboard1141_jpg.rf.a16c8fd6c35b71f721d7ffdb1ba473c6.jpg,224,224,JPEG
train,Anorganik,cardboard1142_jpg.rf.76cf442507a64a7d05ac334590490066.jpg,224,224,JPEG
train,Anorganik,cardboard1143_jpg.rf.81d6bcfbf62778be3c771d8db6fbbc24.jpg,224,224,JPEG
train,Anorganik,cardboard1144_jpg.rf.1284763e44294c5f38b70d4d583ef4af.jpg,224,224,JPEG
train,Anorganik,cardboard1145_jpg.rf.9c7e692f413ebec0225734b42efc8e0e.jpg,224,224,JPEG
train,Anorganik,cardboard1146_jpg.rf.bc0750e059846759e6555c994e1b732e.jpg,224,224,JPEG
train,Anorganik,cardboard1147_jpg.rf.b4b1beb6b18c534684dc47a93b5531f1.jpg,224,224,JPEG
train,Anorganik,cardboard1149_jpg.rf.30527cfadd3b9a472df743a1e7e82e5e.jpg,224,224,JPEG
train,Anorganik,cardboard114_jpg.rf.5412cfe019c11428a15a3a123c8d9fd4.jpg,224,224,JPEG
train,Anorganik,cardboard1150_jpg.rf.8eef4630af3eabd8ddcf058a29822702.jpg,224,224,JPEG
train,Anorganik,cardboard1151_jpg.rf.84aad1e02985d71f87337a96c420fe97.jpg,224,224,JPEG
train,Anorganik,cardboard1152_jpg.rf.fcf19da473210e492a33e758f23bb68a.jpg,224,224,JPEG
train,Anorganik,cardboard1153_jpg.rf.5b16814d106e3c11d1864cd0eaba0979.jpg,224,224,JPEG
train,Anorganik,cardboard1154_jpg.rf.255c7e67f5315fd6bc165231b8956887.jpg,224,224,JPEG
train,Anorganik,cardboard1155_jpg.rf.62df69f06c53871169950b155b68a0f1.jpg,224,224,JPEG
train,Anorganik,cardboard1156_jpg.rf.08a33e08259bc2f5580fe6f999ad0ff5.jpg,224,224,JPEG
train,Anorganik,cardboard115_jpg.rf.d53b2c1a7ed724761f43ad1f98b2f55d.jpg,224,224,JPEG
train,Anorganik,cardboard1161_jpg.rf.1277d86cf9b94486ef6f6e6b1fd354f4.jpg,224,224,JPEG
train,Anorganik,cardboard1162_jpg.rf.45c42fcf59677c1cb4ff9b287f998ffe.jpg,224,224,JPEG
train,Anorganik,cardboard1164_jpg.rf.32ac4bbf882ea7416a12a39c304f603d.jpg,224,224,JPEG
train,Anorganik,cardboard1165_jpg.rf.71e60f47d21a173c87e2e7551d8b9a4e.jpg,224,224,JPEG
train,Anorganik,cardboard1167_jpg.rf.554c76943693aa4872d9ea1dc068265c.jpg,224,224,JPEG
train,Anorganik,cardboard1168_jpg.rf.4beb82ee182f13cc0d6b4c29a1ba2c9c.jpg,224,224,JPEG
train,Anorganik,cardboard1169_jpg.rf.e0d18f99a3828cd1748f424b10cbf0cb.jpg,224,224,JPEG
train,Anorganik,cardboard116_jpg.rf.c25b8cacec0f41914da840bf4528567b.jpg,224,224,JPEG
train,Anorganik,cardboard1171_jpg.rf.5717a7662a09a2f56188a7c27651bdaa.jpg,224,224,JPEG
train,Anorganik,cardboard1172_jpg.rf.63e65773948f5ff0e2417c70ae0c98cc.jpg,224,224,JPEG
train,Anorganik,cardboard1173_jpg.rf.ea19b331ff592faee62dc043d91fe832.jpg,224,224,JPEG
train,Anorganik,cardboard1176_jpg.rf.d18691892eba93c8b4b9bf9d4852c499.jpg,224,224,JPEG
train,Anorganik,cardboard1177_jpg.rf.a26dd1aabec91822d09e12b80f58b1a3.jpg,224,224,JPEG
train,Anorganik,cardboard1178_jpg.rf.705ac3eb1e2c5a5192cbf0f703365695.jpg,224,224,JPEG
train,Anorganik,cardboard1179_jpg.rf.61a6a8a14135eacaefe9983ac0d7a6db.jpg,224,224,JPEG
train,Anorganik,cardboard117_jpg.rf.97165b24d6d93ca1d66cc716c0425d88.jpg,224,224,JPEG
train,Anorganik,cardboard1181_jpg.rf.ef3973823dbc193354f621b74f131a5d.jpg,224,224,JPEG
train,Anorganik,cardboard1182_jpg.rf.d7aa462515e226736ca321cb9f4f5b80.jpg,224,224,JPEG
train,Anorganik,cardboard1183_jpg.rf.b302273c653205b9fd7142e3e946e96a.jpg,224,224,JPEG
train,Anorganik,cardboard1184_jpg.rf.a3611e6c404b4235e31a904cac2ecf61.jpg,224,224,JPEG
train,Anorganik,cardboard1186_jpg.rf.7e5751f943fa078a840643b3b1aa3309.jpg,224,224,JPEG
train,Anorganik,cardboard1187_jpg.rf.7f89327c8b0339c94601b8f579ae44ef.jpg,224,224,JPEG
train,Anorganik,cardboard1188_jpg.rf.bf3028ab3411d07d981aea6d6704c60b.jpg,224,224,JPEG
train,Anorganik,cardboard1189_jpg.rf.75057ad363c9f60ee119106842873f0c.jpg,224,224,JPEG
train,Anorganik,cardboard118_jpg.rf.6bfb4a38b1541e3f482457c294f2bbeb.jpg,224,224,JPEG
train,Anorganik,cardboard1190_jpg.rf.c1732b1c7bc4fe6dbe7a6ca7d6c1fbdc.jpg,224,224,JPEG
train,Anorganik,cardboard1191_jpg.rf.54ca1f0dc7f71b5eca217dc7e137da86.jpg,224,224,JPEG
train,Anorganik,cardboard1192_jpg.rf.df077b8b573de026439ac019f2906af6.jpg,224,224,JPEG
train,Anorganik,cardboard1193_jpg.rf.50ccd7f41b101cd35e04d4125d2b741e.jpg,224,224,JPEG
train,Anorganik,cardboard1194_jpg.rf.41d7e007aef021f4a69137a0b2403ded.jpg,224,224,JPEG
train,Anorganik,cardboard1196_jpg.rf.b14d244086d83f9af7f9f58925043e42.jpg,224,224,JPEG
train,Anorganik,cardboard1197_jpg.rf.503d728306a72361637c899d017c080f.jpg,224,224,JPEG
train,Anorganik,cardboard1199_jpg.rf.7e25402a3eec56449bd5185226b16533.jpg,224,224,JPEG
train,Anorganik,cardboard1200_jpg.rf.92f53c5baa0588ff7e3f6440802055ad.jpg,224,224,JPEG
train,Anorganik,cardboard1201_jpg.rf.6a5183cfa19d58c4912ecdea56457e45.jpg,224,224,JPEG
train,Anorganik,cardboard1202_jpg.rf.48f1a66e7d66ee3175ad6a8af8113d3b.jpg,224,224,JPEG
train,Anorganik,cardboard1203_jpg.rf.a478d1ed3bf4236cfb775dc10c288c66.jpg,224,224,JPEG
train,Anorganik,cardboard1204_jpg.rf.3aff5a53a0e14bc99449c66917bd092e.jpg,224,224,JPEG
train,Anorganik,cardboard1205_jpg.rf.31c46a2a36d19b66dab1287fe49f201b.jpg,224,224,JPEG
train,Anorganik,cardboard1206_jpg.rf.ccc3b5ea0099d96cd170bb555a4cceda.jpg,224,224,JPEG
train,Anorganik,cardboard1207_jpg.rf.d2d6a08cc6163d791880182fc1507c4d.jpg,224,224,JPEG
train,Anorganik,cardboard1209_jpg.rf.c3dde5d1cd4a0200b92fc2be80685b11.jpg,224,224,JPEG
train,Anorganik,cardboard1211_jpg.rf.8f7ace8336412c36672c51315c6f95d8.jpg,224,224,JPEG
train,Anorganik,cardboard1212_jpg.rf.69f1f00b7f6650e2b3bf9510c0f10980.jpg,224,224,JPEG
train,Anorganik,cardboard1213_jpg.rf.f13baf2bfa5b38b815703a1c87f0e241.jpg,224,224,JPEG
train,Anorganik,cardboard1214_jpg.rf.86a6f9d070e09f3bd136b36f01e92c76.jpg,224,224,JPEG
train,Anorganik,cardboard1216_jpg.rf.7793387933fa117807ba0edc93c4a630.jpg,224,224,JPEG
train,Anorganik,cardboard1217_jpg.rf.7d9aabe2bc38d571acea23f1666967ce.jpg,224,224,JPEG
train,Anorganik,cardboard1218_jpg.rf.a7e35b3244dadd5ddc7f5f3dcbecfef1.jpg,224,224,JPEG
train,Anorganik,cardboard1219_jpg.rf.a3b46b36f42757be1b1172ee06cef3af.jpg,224,224,JPEG
train,Anorganik,cardboard121_jpg.rf.173ecbb852e59328f0a439d18e6b5a8b.jpg,224,224,JPEG
train,Anorganik,cardboard1220_jpg.rf.947171c55c366820ea6b83c958e97c92.jpg,224,224,JPEG
train,Anorganik,cardboard1221_jpg.rf.92f17456306de720cfefed4b62a1395d.jpg,224,224,JPEG
train,Anorganik,cardboard1222_jpg.rf.70022a8317dda0013e0b5e73f006272b.jpg,224,224,JPEG
train,Anorganik,cardboard1224_jpg.rf.844dec583a8cf4091c9f88f46eea337c.jpg,224,224,JPEG
train,Anorganik,cardboard1225_jpg.rf.40c09c272abd4d6708c8b091b11fba9a.jpg,224,224,JPEG
train,Anorganik,cardboard1226_jpg.rf.2fb299432cb2bddc1f38fb697c188ee2.jpg,224,224,JPEG
train,Anorganik,cardboard1227_jpg.rf.db777b1aae3fcf6222f580d48d3b5cbe.jpg,224,224,JPEG
train,Anorganik,cardboard1228_jpg.rf.0b5ef548ccb873fc32e5e69c854352f0.jpg,224,224,JPEG
train,Anorganik,cardboard122_jpg.rf.ac3e9ea23c7a1abdd5ce5a2a5317107b.jpg,224,224,JPEG
train,Anorganik,cardboard1231_jpg.rf.8d8b6a5e47becba4e4bc90a6c7e1bfcd.jpg,224,224,JPEG
train,Anorganik,cardboard1232_jpg.rf.1d2be4418c683e13ed151936ae9339f0.jpg,224,224,JPEG
train,Anorganik,cardboard1234_jpg.rf.d0b04702a3722086bdaa8e6a735e32b1.jpg,224,224,JPEG
train,Anorganik,cardboard1235_jpg.rf.d895ffeb142535f62b48d36da0872efb.jpg,224,224,JPEG
train,Anorganik,cardboard1236_jpg.rf.190c724b75cfc04df4f05671e6f80675.jpg,224,224,JPEG
train,Anorganik,cardboard1237_jpg.rf.b9e923c18828c6c99539ffe86b7e8017.jpg,224,224,JPEG
train,Anorganik,cardboard1238_jpg.rf.7d7688761cfe7186ecc5c67ccb46523b.jpg,224,224,JPEG
train,Anorganik,cardboard1239_jpg.rf.7b2fd228e55530b71c00f607d4e9907e.jpg,224,224,JPEG
train,Anorganik,cardboard123_jpg.rf.f85e39f3e518c5150d1bd90a1c6f0ed3.jpg,224,224,JPEG
train,Anorganik,cardboard1240_jpg.rf.9990025b0dd2cf68a28e32567312a16d.jpg,224,224,JPEG
train,Anorganik,cardboard1241_jpg.rf.e9f4b49dbbda1f18e1e2b376590252d2.jpg,224,224,JPEG
train,Anorganik,cardboard1242_jpg.rf.a97768f657f8f0a9788b1c81f21e18e0.jpg,224,224,JPEG
train,Anorganik,cardboard1243_jpg.rf.c171d1b56d7eb57c676b9baaf5f1c1dc.jpg,224,224,JPEG
train,Anorganik,cardboard1244_jpg.rf.5b208239fcd7363e5e297da1633d573e.jpg,224,224,JPEG
train,Anorganik,cardboard1245_jpg.rf.356c5b32dfa8773b62d52d3927b1f64e.jpg,224,224,JPEG
train,Anorganik,cardboard1246_jpg.rf.da8c6d7e4b7e37c44214474e2be51440.jpg,224,224,JPEG
train,Anorganik,cardboard1247_jpg.rf.cb42a07843e20ffebaae3262d8eb3dd6.jpg,224,224,JPEG
train,Anorganik,cardboard1249_jpg.rf.11835530deda9048b865890a0f21604b.jpg,224,224,JPEG
train,Anorganik,cardboard124_jpg.rf.100d44397b44f0962471a746ec411c2e.jpg,224,224,JPEG
train,Anorganik,cardboard1250_jpg.rf.89457b2069df4f2406ac77602ca8b8ea.jpg,224,224,JPEG
train,Anorganik,cardboard1252_jpg.rf.92aa477a9e999937bbff9c973c62a163.jpg,224,224,JPEG
train,Anorganik,cardboard1253_jpg.rf.4e99176c558bf327980390156ad2b3b5.jpg,224,224,JPEG
train,Anorganik,cardboard1254_jpg.rf.0e65da290edd94ea28cf4087d80e3b30.jpg,224,224,JPEG
train,Anorganik,cardboard1256_jpg.rf.499d13a0c9a39b732562ea161aeaffba.jpg,224,224,JPEG
train,Anorganik,cardboard1258_jpg.rf.844ad5366fdf5787f1cbe2ee034dcf87.jpg,224,224,JPEG
train,Anorganik,cardboard1260_jpg.rf.2f52b693749f4cd7c195a1fc8658c575.jpg,224,224,JPEG
train,Anorganik,cardboard1261_jpg.rf.c64775f07a897b5a2f9e05e24bda8339.jpg,224,224,JPEG
train,Anorganik,cardboard1263_jpg.rf.b18f7b6314d3fc2f89afc34d5696b6e8.jpg,224,224,JPEG
train,Anorganik,cardboard1265_jpg.rf.be8cf121d7487a8e983503601bccb479.jpg,224,224,JPEG
train,Anorganik,cardboard1266_jpg.rf.f3c63a69b0d97b7114067f7a8bcdef56.jpg,224,224,JPEG
train,Anorganik,cardboard1267_jpg.rf.0f578635d67b7c9e5e7c5c1c457365cf.jpg,224,224,JPEG
train,Anorganik,cardboard1268_jpg.rf.6c1e91dee08fcfd09c3eb880f4e66dc9.jpg,224,224,JPEG
train,Anorganik,cardboard1269_jpg.rf.1fabacd8ffb89c4137e1da1183cb1042.jpg,224,224,JPEG
train,Anorganik,cardboard1270_jpg.rf.f1d1c62c0d0ae453dc7e4f5736eb38c3.jpg,224,224,JPEG
train,Anorganik,cardboard1271_jpg.rf.9c1f075f05347e2d02c57b16c730ca8c.jpg,224,224,JPEG
train,Anorganik,cardboard1272_jpg.rf.359341b7ce97f0eb00f63dd23f354144.jpg,224,224,JPEG
train,Anorganik,cardboard1273_jpg.rf.1b816fc00809d398fc3b9dbca072cc8e.jpg,224,224,JPEG
train,Anorganik,cardboard1274_jpg.rf.fbcfb63631acbf773b6ed3e6631e92cd.jpg,224,224,JPEG
train,Anorganik,cardboard1275_jpg.rf.482738f56a3d1fd61cceb2ec4ea94576.jpg,224,224,JPEG
train,Anorganik,cardboard1276_jpg.rf.d7f92da1fac12044a2abaeb26c4f8668.jpg,224,224,JPEG
train,Anorganik,cardboard127_jpg.rf.18f05a4cfa6b3969e62aa3db682fb433.jpg,224,224,JPEG
train,Anorganik,cardboard1281_jpg.rf.7397f383a184681df7ddf8dd956cfa37.jpg,224,224,JPEG
train,Anorganik,cardboard1283_jpg.rf.c9981c47022e2b7408cc03b002718c24.jpg,224,224,JPEG
train,Anorganik,cardboard1284_jpg.rf.50e50ef8415847ebf90a5dfcdd2af344.jpg,224,224,JPEG
train,Anorganik,cardboard1285_jpg.rf.2cb240578164c8426116ab07a5dd7dc3.jpg,224,224,JPEG
train,Anorganik,cardboard1286_jpg.rf.9b6c0bbe312983fafb15241eaa3ab0dc.jpg,224,224,JPEG
train,Anorganik,cardboard1288_jpg.rf.142351427e85e75005387799541d6cb3.jpg,224,224,JPEG
train,Anorganik,cardboard1289_jpg.rf.53e9cf2a0b8232c0d955a6b79fa8188d.jpg,224,224,JPEG
train,Anorganik,cardboard1291_jpg.rf.e0e609874c7d516290e2769521492567.jpg,224,224,JPEG
train,Anorganik,cardboard1293_jpg.rf.724513db1e2c44b357668a808de4e8da.jpg,224,224,JPEG
train,Anorganik,cardboard1294_jpg.rf.0557bbca0ff96f07b679f62f436ba787.jpg,224,224,JPEG
train,Anorganik,cardboard1295_jpg.rf.14801051ee679a5fc9473dff0f6c1027.jpg,224,224,JPEG
